iter	RMSE
268	0.04435565793
269	0.04425037099
270	0.04412014153
271	0.0440540497
272	0.04402589864
273	0.04390001682
274	0.0437619321
275	0.04365673564
276	0.04361786689
277	0.04352955729
278	0.04346433762
279	0.04343030103
280	0.04335672676
281	0.04333972132
282	0.04330717945
283	0.04328458182
284	0.04324379979
285	0.04313046018
286	0.04305070536
287	0.04297690307
288	0.04293459993
289	0.04291816762
290	0.04283591222
291	0.04276388283
292	0.04270584361
293	0.04265439424
294	0.04259869802
295	0.0425160645
296	0.0424869035
297	0.04247020928
298	0.04243192269
299	0.04239626622
300	0.04229351358
301	0.04219862102
302	0.04215513999
303	0.04207840734
304	0.04198497864
305	0.04194243854
306	0.0419316824
307	0.04190895922
308	0.04179505045
309	0.04171268692
310	0.04166997502
311	0.04152765816
312	0.04149424966
313	0.04141024277
314	0.04137604821
315	0.04125099849
316	0.04120740941
317	0.04109224513
318	0.04104077054
319	0.04096894504
320	0.04089238229
321	0.04082754391
322	0.04071889503
323	0.04065660397
324	0.0405799648
325	0.04053884016
326	0.04050790853
327	0.04041306318
328	0.0403265034
329	0.04028109476
330	0.04015180107
331	0.0401400151
332	0.04003639129
333	0.03998868353
334	0.03992285732
335	0.03991045348
336	0.03987261105
337	0.03975246537
338	0.03971433919
339	0.03959272795
340	0.0395037489
341	0.03947286536
342	0.0394567384
343	0.03944569227
344	0.03941751342
345	0.03933536736
346	0.0393056213
347	0.03927488786
348	0.03917025051
349	0.03912545663
350	0.03911068915
351	0.0390833027
352	0.03900856334
353	0.03899356914
354	0.03895773576
355	0.03893312259
356	0.03888187836
357	0.03877992099
358	0.03870320353
359	0.03869010565
360	0.03858037424
361	0.03855055705
362	0.03845089272
363	0.03840627996
364	0.03835575131
365	0.03829951384
366	0.03821250021
367	0.03810521225
368	0.03808241824
369	0.03804721763
370	0.03794160549
371	0.03786497889
372	0.03778904281
373	0.03774966707
374	0.03766432785
375	0.03762377338
376	0.03760937507
377	0.0375637406
378	0.03750518935
379	0.03747898996
380	0.03739342246
381	0.03731974443
382	0.03721532524
383	0.03714285675
384	0.03710442483
385	0.03703442348
386	0.03701351106
387	0.03699694569
388	0.03693541244
389	0.03683198997
390	0.03677151994
391	0.03672082978
392	0.03669456633
393	0.03662572351
394	0.03652378198
395	0.03649198183
396	0.03641707042
397	0.03637251774
398	0.03629424467
399	0.0361671183
400	0.03615738751
401	0.03608366585
402	0.03603157328
403	0.03595419434
404	0.03589794542
405	0.03587072533
406	0.0358129811
407	0.03577458856
408	0.03575027668
409	0.03566366133
410	0.03557820319
411	0.03553668874
412	0.03544928527
413	0.03541053848
414	0.03532354581
415	0.03526912878
416	0.03519847994
417	0.03512954896
418	0.03506350467
419	0.0349514841
420	0.03490844311
421	0.03483462118
422	0.03479908158
423	0.03474590148
424	0.03471175408
425	0.03467058284
426	0.03461686083
427	0.03459003046
428	0.0345647286
429	0.03452989037
430	0.03446042706
431	0.03439209176
432	0.03436875183
433	0.03426463215
434	0.0342465822
435	0.03420683695
436	0.03416350672
437	0.03409048118
438	0.03404264081
439	0.03398844889
440	0.03396712888
441	0.03388783696
442	0.03380773217
443	0.03373378653
444	0.0337128431
445	0.03366751676
446	0.0335949525
447	0.03347616158
448	0.03343699095
449	0.03340473662
450	0.03336787675
451	0.03332398688
452	0.03329677254
453	0.03327383658
454	0.03320711205
455	0.03311311937
456	0.03307868924
457	0.03302121774
458	0.03301543772
459	0.03298508438
460	0.03289769673
461	0.03286974207
462	0.03281096342
463	0.03276669578
464	0.03274519853
465	0.03269869549
466	0.03268892996
467	0.03267031748
468	0.03264179585
469	0.03254237816
470	0.03249032491
471	0.03243264648
472	0.0323850179
473	0.03233329793
474	0.03225125497
475	0.03220278101
476	0.03217743692
477	0.03215004737
478	0.03209656204
479	0.03203642682
480	0.031929332
481	0.03183357188
482	0.0317142496
483	0.03164990838
484	0.03157243133
485	0.03153816405
486	0.03150161942
487	0.03143565418
488	0.03137833331
489	0.03130047826
490	0.03123383254
491	0.0311821749
492	0.03111284461
493	0.03109188378
494	0.03102524615
495	0.03094992695
496	0.03083226736
497	0.03073203496
498	0.03066076987
499	0.0306335029
500	0.03058734794
501	0.03058059798
502	0.03048852665
503	0.03040588085
504	0.03035330533
505	0.03030393917
506	0.03020117585
507	0.03018166738
508	0.03014662169
509	0.03013108389
510	0.03008129175
511	0.03002513109
512	0.02997315096
513	0.02993445942
514	0.02989049045
515	0.02986159594
516	0.02980367273
517	0.02975609662
518	0.02973996342
519	0.02970365706
520	0.02962234053
521	0.02958236625
522	0.02953407091
523	0.02950351549
524	0.02943523714
525	0.0294059366
526	0.02935776565
527	0.02932518446
528	0.02926825991
529	0.02921382949
530	0.02920630392
531	0.02913955024
532	0.02909308889
533	0.02907283362
534	0.02900097983
535	0.02896866315
536	0.0289339022
537	0.02891104368
538	0.02886194187
539	0.02882318671
540	0.02875722263
541	0.02873332332
542	0.02868983908
543	0.02867683273
544	0.02862520154
545	0.02858587997
546	0.02854809274
547	0.02853685752
548	0.02846122387
549	0.02840457207
550	0.02833053486
551	0.02827313567
552	0.0282417886
553	0.02816475043
554	0.02811292016
555	0.02808120732
556	0.0280484946
557	0.0280197833
558	0.02799924373
559	0.0279805613
560	0.02797393718
561	0.02796734169
562	0.02794318345
563	0.02792101987
564	0.02790129501
565	0.02787156918
566	0.02782056089
567	0.0277844566
568	0.0277749894
569	0.02771042735
570	0.02767852892
571	0.02765665958
572	0.02763020162
573	0.0275560987
574	0.02752600536
575	0.02744858996
576	0.02743163503
577	0.02740225821
578	0.02737278611
579	0.02733121317
580	0.02728170188
581	0.02720869755
582	0.02716404318
583	0.02713757894
584	0.02707883311
585	0.02702631581
586	0.02700160096
587	0.02696990695
588	0.02694331647
589	0.02692623048
590	0.02688815094
591	0.02681489569
592	0.02677747251
593	0.02674238572
594	0.02671236576
595	0.02669564066
596	0.02663627815
597	0.02658931569
598	0.02654270662
599	0.02652651338
600	0.02647393993
601	0.02642314745
602	0.02640145889
603	0.02637402759
604	0.02633610929
605	0.02628414406
606	0.02625927641
607	0.02623888288
608	0.02618393977
609	0.02615035754
610	0.02614248732
611	0.02605731644
612	0.02602951166
613	0.02599538097
614	0.02596924955
615	0.02591824798
616	0.02588575186
617	0.02584574525
618	0.02582676571
619	0.025781513
620	0.02574779503
621	0.02569429281
622	0.02567019121
623	0.02559276395
624	0.02553136742
625	0.02548383894
626	0.02542718385
627	0.02540957872
628	0.02534138406
629	0.02529444327
630	0.02528008818
631	0.02520404749
632	0.025141756
633	0.0250847042
634	0.0250318015
635	0.02502336292
636	0.02498864363
637	0.02493936002
638	0.02490266074
639	0.02489810919
640	0.02483939301
641	0.02482711312
642	0.02479731046
643	0.02476625667
644	0.02473606503
645	0.02471203751
646	0.02466925024
647	0.02465851369
648	0.02465568494
649	0.02454729936
650	0.02450672233
651	0.02447417402
652	0.02443534641
653	0.02440918883
654	0.02439545694
655	0.0243655085
656	0.02433273511
657	0.02427993351
658	0.02427439903
659	0.02424803157
660	0.02419515167
661	0.02416566194
662	0.02415804662
663	0.02413625751
664	0.02407865634
665	0.02405429177
666	0.02404206022
667	0.02402165405
668	0.02400737211
669	0.02393323548
670	0.02388546926
671	0.02383027805
672	0.02379551037
673	0.02376695672
674	0.0237400628
675	0.02372371914
676	0.02371597377
677	0.0236556983
678	0.02362109055
679	0.02360458406
680	0.02355476902
681	0.0235328342
682	0.02350048745
683	0.02348351622
684	0.02342303979
685	0.02337709183
686	0.02334174419
687	0.02331454816
688	0.02326542449
689	0.02324265894
690	0.02323636819
691	0.02319688868
692	0.0231664567
693	0.0231450035
694	0.02313116433
695	0.02310589377
696	0.02307843763
697	0.0230562432
698	0.02302120621
699	0.02296316221
700	0.02295771365
701	0.02291721729
702	0.02287864029
703	0.02282899177
704	0.02279143232
705	0.02273395325
706	0.02266726883
707	0.02266116606
708	0.0226522665
709	0.0226214473
710	0.02258467321
711	0.02255844963
712	0.02252581094
713	0.02252047557
714	0.02247883714
715	0.02244761261
716	0.02242759002
717	0.02240534237
718	0.02238569567
719	0.0223618163
720	0.02231227428
721	0.02228485353
722	0.02225675808
723	0.02221397847
724	0.0221702688
725	0.0221615402
726	0.02213601736
727	0.02209645465
728	0.02204742102
729	0.02202588607
730	0.02196309086
731	0.02194522608
732	0.02191205395
733	0.02190065613
734	0.02188045379
735	0.02186415198
736	0.02180286427
737	0.02178979762
738	0.02174423579
739	0.02173086063
740	0.02172682219
741	0.02167003694
742	0.02164991414
743	0.02161256705
744	0.02156868744
745	0.02155105494
746	0.02154116138
747	0.02149396631
748	0.02148047974
749	0.02147822896
750	0.02144791694
751	0.02139428368
752	0.02139161488
753	0.02137202759
754	0.02136971438
755	0.0213242498
756	0.0213192572
757	0.02128553917
758	0.02123715619
759	0.02119776961
760	0.02115242304
761	0.02112143826
762	0.02108813221
763	0.02105161596
764	0.02104080395
765	0.02102507455
766	0.02100902969
767	0.02098728973
768	0.02094817957
769	0.02091025859
770	0.02088884009
771	0.0208482753
772	0.02082102189
773	0.02079281441
774	0.02076546728
775	0.02070986177
776	0.02066378669
777	0.02063227902
778	0.02061618908
779	0.02060283549
780	0.02059617122
781	0.0205711161
782	0.02054091393
783	0.02052101845
784	0.02047957656
785	0.02044382963
786	0.02040629861
787	0.020350552
788	0.02031886895
789	0.02030943035
790	0.02027813199
791	0.0202644004
792	0.02021181239
793	0.02020916452
794	0.02018794855
795	0.02018062051
796	0.02011298009
797	0.02006915874
798	0.02004562823
799	0.02003538113
